epoch,iso,id_hex,extended,dlc,b0,b1,b2,b3,b4,b5,b6,b7
1756483011.835491,2025-08-29T16:56:51,00000030,0,4,0,0,192,212,,,,
1756483011.838201,2025-08-29T16:56:51,0000000A,1,8,0,0,0,3,0,0,1,245
1756483011.838456,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,54,255,255,254,153
1756483011.838772,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.840268,2025-08-29T16:56:51,00000500,0,8,240,100,0,20,0,0,255,255
1756483011.842767,2025-08-29T16:56:51,00000014,1,8,0,0,255,253,0,0,1,239
1756483011.843025,2025-08-29T16:56:51,00000E14,1,8,255,255,254,102,0,0,0,14
1756483011.843303,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.843556,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.843776,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.843983,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.844635,2025-08-29T16:56:51,00000780,0,2,144,213,,,,,,
1756483011.845517,2025-08-29T16:56:51,00000030,0,4,0,0,192,213,,,,
1756483011.852684,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.852898,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.853151,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.853383,2025-08-29T16:56:51,0000170A,1,8,255,255,232,145,0,0,185,139
1756483011.853668,2025-08-29T16:56:51,00001714,1,8,255,255,232,145,0,0,185,139
1756483011.853928,2025-08-29T16:56:51,000000D2,0,8,0,0,0,0,10,0,0,0
1756483011.854175,2025-08-29T16:56:51,000005FF,0,8,100,100,0,0,0,0,17,100
1756483011.854409,2025-08-29T16:56:51,00000620,0,8,0,0,0,0,232,46,0,0
1756483011.854665,2025-08-29T16:56:51,00000618,0,8,0,0,10,0,0,0,0,0
1756483011.854919,2025-08-29T16:56:51,00000600,0,8,0,0,0,0,0,0,0,0
1756483011.855054,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.855294,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.855533,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.855716,2025-08-29T16:56:51,00000030,0,4,0,0,192,214,,,,
1756483011.858186,2025-08-29T16:56:51,0000000A,1,8,0,0,255,252,0,0,1,245
1756483011.858454,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,56,255,255,254,157
1756483011.858754,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.862730,2025-08-29T16:56:51,00000014,1,8,0,0,0,3,0,0,1,239
1756483011.863026,2025-08-29T16:56:51,00000E14,1,8,255,255,254,53,0,0,0,26
1756483011.863302,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.863542,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.863772,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.863976,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.865483,2025-08-29T16:56:51,00000030,0,4,0,0,192,215,,,,
1756483011.872653,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.872873,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.873152,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.874441,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.874686,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.874938,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.875479,2025-08-29T16:56:51,00000030,0,4,0,0,192,216,,,,
1756483011.878170,2025-08-29T16:56:51,0000000A,1,8,0,0,255,252,0,0,1,245
1756483011.878452,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,58,255,255,254,156
1756483011.878749,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.879028,2025-08-29T16:56:51,00003A0A,1,8,5,193,12,176,5,193,0,0
1756483011.882728,2025-08-29T16:56:51,00000014,1,8,0,0,0,4,0,0,1,239
1756483011.883013,2025-08-29T16:56:51,00000E14,1,8,255,255,254,106,0,0,0,1
1756483011.883308,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.883538,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.883778,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.883999,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.885481,2025-08-29T16:56:51,00000030,0,4,0,0,192,217,,,,
1756483011.890302,2025-08-29T16:56:51,00000500,0,8,240,100,0,20,0,0,255,255
1756483011.892670,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.892891,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.893156,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.894511,2025-08-29T16:56:51,00000780,0,2,145,213,,,,,,
1756483011.894665,2025-08-29T16:56:51,00000167,0,3,127,48,0,,,,,
1756483011.894796,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.895011,2025-08-29T16:56:51,00000040,0,6,10,0,2,3,0,0,,
1756483011.895154,2025-08-29T16:56:51,000003B6,0,1,0,,,,,,,
1756483011.895281,2025-08-29T16:56:51,000003B5,0,2,0,0,,,,,,
1756483011.895504,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.895751,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.895926,2025-08-29T16:56:51,00000030,0,4,0,0,192,218,,,,
1756483011.898164,2025-08-29T16:56:51,0000000A,1,8,0,0,0,4,0,0,1,245
1756483011.898455,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,57,255,255,254,166
1756483011.898751,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.902736,2025-08-29T16:56:51,00000014,1,8,0,0,255,252,0,0,1,239
1756483011.903032,2025-08-29T16:56:51,00000E14,1,8,255,255,254,63,0,0,0,5
1756483011.903311,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.903600,2025-08-29T16:56:51,00003A14,1,8,5,145,12,152,5,145,0,0
1756483011.903821,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.904041,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.904282,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.904541,2025-08-29T16:56:51,0000170A,1,8,255,255,232,145,0,0,185,139
1756483011.904831,2025-08-29T16:56:51,00001714,1,8,255,255,232,145,0,0,185,139
1756483011.905081,2025-08-29T16:56:51,000000D2,0,8,0,0,0,0,10,0,0,0
1756483011.905339,2025-08-29T16:56:51,00000610,0,8,0,0,0,0,0,0,0,0
1756483011.905563,2025-08-29T16:56:51,00000030,0,4,0,0,192,219,,,,
1756483011.912715,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.912901,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.913197,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.914491,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.914752,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.914956,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.915526,2025-08-29T16:56:51,00000030,0,4,0,0,192,220,,,,
1756483011.918219,2025-08-29T16:56:51,0000000A,1,8,0,0,255,252,0,0,1,245
1756483011.918480,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,53,255,255,254,150
1756483011.918760,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.922789,2025-08-29T16:56:51,00000014,1,8,0,0,255,253,0,0,1,239
1756483011.923046,2025-08-29T16:56:51,00000E14,1,8,255,255,254,88,0,0,0,6
1756483011.923333,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.923569,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.923812,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.923995,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.925541,2025-08-29T16:56:51,00000030,0,4,0,0,192,221,,,,
1756483011.932759,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.932918,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.933213,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.934508,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.934730,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.934980,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.935539,2025-08-29T16:56:51,00000030,0,4,0,0,192,222,,,,
1756483011.938221,2025-08-29T16:56:51,0000000A,1,8,0,0,0,3,0,0,1,245
1756483011.938462,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,62,255,255,254,173
1756483011.938748,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.940288,2025-08-29T16:56:51,00000500,0,8,240,100,0,20,0,0,255,255
1756483011.942735,2025-08-29T16:56:51,00000014,1,8,0,0,255,251,0,0,1,239
1756483011.943023,2025-08-29T16:56:51,00000E14,1,8,255,255,254,77,0,0,0,2
1756483011.943316,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.943537,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.943761,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.943984,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.944607,2025-08-29T16:56:51,00000780,0,2,146,213,,,,,,
1756483011.945489,2025-08-29T16:56:51,00000030,0,4,0,0,192,223,,,,
1756483011.952659,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.952904,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.953174,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.953401,2025-08-29T16:56:51,0000170A,1,8,255,255,232,145,0,0,185,139
1756483011.953682,2025-08-29T16:56:51,00001714,1,8,255,255,232,145,0,0,185,139
1756483011.953936,2025-08-29T16:56:51,000000D2,0,8,0,0,0,0,10,0,0,0
1756483011.954173,2025-08-29T16:56:51,000005FF,0,8,100,100,0,0,0,0,17,100
1756483011.954416,2025-08-29T16:56:51,00000620,0,8,0,0,0,0,232,46,0,0
1756483011.954667,2025-08-29T16:56:51,00000618,0,8,0,0,10,0,0,0,0,0
1756483011.954916,2025-08-29T16:56:51,00000600,0,8,0,0,0,0,0,0,0,0
1756483011.955066,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.955306,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.955542,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.955715,2025-08-29T16:56:51,00000030,0,4,0,0,192,224,,,,
1756483011.958170,2025-08-29T16:56:51,0000000A,1,8,0,0,0,3,0,0,1,245
1756483011.958446,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,52,255,255,254,146
1756483011.958745,2025-08-29T16:56:51,0000100A,1,8,1,10,0,243,0,0,0,0
1756483011.962756,2025-08-29T16:56:51,00000014,1,8,0,0,0,3,0,0,1,239
1756483011.963023,2025-08-29T16:56:51,00000E14,1,8,255,255,254,93,0,0,0,4
1756483011.963325,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.963549,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.963770,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.963987,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.965500,2025-08-29T16:56:51,00000030,0,4,0,0,192,225,,,,
1756483011.972687,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.972920,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.973176,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.974459,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.974678,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.974939,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.975492,2025-08-29T16:56:51,00000030,0,4,0,0,192,226,,,,
1756483011.978183,2025-08-29T16:56:51,0000000A,1,8,0,0,0,5,0,0,1,245
1756483011.978460,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,50,255,255,254,147
1756483011.978746,2025-08-29T16:56:51,0000100A,1,8,1,10,0,244,0,0,0,0
1756483011.979045,2025-08-29T16:56:51,00003A0A,1,8,5,192,12,173,5,192,0,0
1756483011.982732,2025-08-29T16:56:51,00000014,1,8,0,0,255,253,0,0,1,239
1756483011.983024,2025-08-29T16:56:51,00000E14,1,8,255,255,254,105,0,0,0,0
1756483011.983310,2025-08-29T16:56:51,00001014,1,8,1,5,0,227,0,0,0,0
1756483011.983547,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.983770,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.983997,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.985487,2025-08-29T16:56:51,00000030,0,4,0,0,192,227,,,,
1756483011.990302,2025-08-29T16:56:51,00000500,0,8,240,100,0,20,0,0,255,255
1756483011.992674,2025-08-29T16:56:51,00000038,0,7,140,0,0,248,255,0,0,
1756483011.992907,2025-08-29T16:56:51,0000020A,1,4,0,0,1,243,,,,
1756483011.993201,2025-08-29T16:56:51,00000214,1,4,0,0,1,243,,,,
1756483011.994520,2025-08-29T16:56:51,00000780,0,2,147,213,,,,,,
1756483011.994657,2025-08-29T16:56:51,00000167,0,3,127,48,0,,,,,
1756483011.994798,2025-08-29T16:56:51,000003B4,0,2,0,0,,,,,,
1756483011.995007,2025-08-29T16:56:51,00000040,0,6,10,0,2,3,0,0,,
1756483011.995170,2025-08-29T16:56:51,000003B6,0,1,0,,,,,,,
1756483011.995268,2025-08-29T16:56:51,000003B5,0,2,0,0,,,,,,
1756483011.995491,2025-08-29T16:56:51,00000157,0,8,160,15,0,3,1,18,0,0
1756483011.995750,2025-08-29T16:56:51,00000158,0,8,0,0,0,0,0,0,0,0
1756483011.995932,2025-08-29T16:56:51,00000030,0,4,0,0,192,228,,,,
1756483011.998184,2025-08-29T16:56:51,0000000A,1,8,0,0,0,4,0,0,1,245
1756483011.998463,2025-08-29T16:56:51,00000E0A,1,8,255,255,255,51,255,255,254,170
1756483011.998749,2025-08-29T16:56:51,0000100A,1,8,1,10,0,243,0,0,0,0
1756483012.002735,2025-08-29T16:56:52,00000014,1,8,0,0,255,253,0,0,1,239
1756483012.003020,2025-08-29T16:56:52,00000E14,1,8,255,255,254,99,0,0,0,22
1756483012.003319,2025-08-29T16:56:52,00001014,1,8,1,5,0,227,0,0,0,0
1756483012.003608,2025-08-29T16:56:52,00003A14,1,8,5,146,12,154,5,146,0,0
1756483012.003828,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.004049,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.004273,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.004559,2025-08-29T16:56:52,0000170A,1,8,255,255,232,145,0,0,185,139
1756483012.004865,2025-08-29T16:56:52,00001714,1,8,255,255,232,145,0,0,185,139
1756483012.005082,2025-08-29T16:56:52,000000D2,0,8,0,0,0,0,10,0,0,0
1756483012.005339,2025-08-29T16:56:52,00000610,0,8,0,0,0,0,0,0,0,0
1756483012.005577,2025-08-29T16:56:52,00000030,0,4,0,0,192,229,,,,
1756483012.012675,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.012899,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.013102,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.014452,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.014687,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.014936,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.015495,2025-08-29T16:56:52,00000030,0,4,0,0,192,230,,,,
1756483012.018179,2025-08-29T16:56:52,0000000A,1,8,0,0,255,252,0,0,1,245
1756483012.018458,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,56,255,255,254,160
1756483012.018734,2025-08-29T16:56:52,0000100A,1,8,1,10,0,243,0,0,0,0
1756483012.022744,2025-08-29T16:56:52,00000014,1,8,0,0,0,3,0,0,1,239
1756483012.023026,2025-08-29T16:56:52,00000E14,1,8,255,255,254,79,0,0,0,5
1756483012.023331,2025-08-29T16:56:52,00001014,1,8,1,5,0,227,0,0,0,0
1756483012.023554,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.023777,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.023996,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.025496,2025-08-29T16:56:52,00000030,0,4,0,0,192,231,,,,
1756483012.032657,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.032885,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.033094,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.034449,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.034690,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.034950,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.035479,2025-08-29T16:56:52,00000030,0,4,0,0,192,232,,,,
1756483012.038181,2025-08-29T16:56:52,0000000A,1,8,0,0,255,253,0,0,1,245
1756483012.038450,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,60,255,255,254,170
1756483012.038745,2025-08-29T16:56:52,0000100A,1,8,1,10,0,244,0,0,0,0
1756483012.040323,2025-08-29T16:56:52,00000500,0,8,240,100,0,20,0,0,255,255
1756483012.042780,2025-08-29T16:56:52,00000014,1,8,0,0,255,253,0,0,1,239
1756483012.043041,2025-08-29T16:56:52,00000E14,1,8,255,255,254,81,0,0,0,7
1756483012.043318,2025-08-29T16:56:52,00001014,1,8,1,5,0,226,0,0,0,0
1756483012.043567,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.043785,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.044046,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.044647,2025-08-29T16:56:52,00000780,0,2,148,213,,,,,,
1756483012.045511,2025-08-29T16:56:52,00000030,0,4,0,0,192,233,,,,
1756483012.052701,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.052909,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.053191,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.053426,2025-08-29T16:56:52,0000170A,1,8,255,255,232,145,0,0,185,139
1756483012.053688,2025-08-29T16:56:52,00001714,1,8,255,255,232,145,0,0,185,139
1756483012.053951,2025-08-29T16:56:52,000000D2,0,8,0,0,0,0,10,0,0,0
1756483012.054187,2025-08-29T16:56:52,000005FF,0,8,100,100,0,0,0,0,17,100
1756483012.054431,2025-08-29T16:56:52,00000620,0,8,0,0,0,0,232,46,0,0
1756483012.054708,2025-08-29T16:56:52,00000618,0,8,0,0,10,0,0,0,0,0
1756483012.054946,2025-08-29T16:56:52,00000600,0,8,0,0,0,0,0,0,0,0
1756483012.055073,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.055317,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.055577,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.055731,2025-08-29T16:56:52,00000030,0,4,0,0,192,234,,,,
1756483012.058217,2025-08-29T16:56:52,0000000A,1,8,0,0,0,5,0,0,1,245
1756483012.058455,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,39,255,255,254,137
1756483012.058753,2025-08-29T16:56:52,0000100A,1,8,1,10,0,244,0,0,0,0
1756483012.062760,2025-08-29T16:56:52,00000014,1,8,0,0,0,3,0,0,1,239
1756483012.063035,2025-08-29T16:56:52,00000E14,1,8,255,255,254,93,0,0,0,4
1756483012.063320,2025-08-29T16:56:52,00001014,1,8,1,5,0,227,0,0,0,0
1756483012.063560,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.063810,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.063984,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.065485,2025-08-29T16:56:52,00000030,0,4,0,0,192,235,,,,
1756483012.072658,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.072882,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.073109,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.074467,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.074689,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.074937,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.075478,2025-08-29T16:56:52,00000030,0,4,0,0,192,236,,,,
1756483012.078192,2025-08-29T16:56:52,0000000A,1,8,0,0,0,4,0,0,1,245
1756483012.078448,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,51,255,255,254,170
1756483012.078737,2025-08-29T16:56:52,0000100A,1,8,1,10,0,245,0,0,0,0
1756483012.079033,2025-08-29T16:56:52,00003A0A,1,8,5,195,12,175,5,195,0,0
1756483012.082758,2025-08-29T16:56:52,00000014,1,8,0,0,0,4,0,0,1,239
1756483012.083037,2025-08-29T16:56:52,00000E14,1,8,255,255,254,85,0,0,0,4
1756483012.083330,2025-08-29T16:56:52,00001014,1,8,1,5,0,227,0,0,0,0
1756483012.083564,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.083784,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.083997,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.085500,2025-08-29T16:56:52,00000030,0,4,0,0,192,237,,,,
1756483012.090285,2025-08-29T16:56:52,00000500,0,8,240,100,0,20,0,0,255,255
1756483012.092673,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.092904,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.093114,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.094536,2025-08-29T16:56:52,00000780,0,2,149,213,,,,,,
1756483012.094668,2025-08-29T16:56:52,00000167,0,3,127,48,0,,,,,
1756483012.094815,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.095019,2025-08-29T16:56:52,00000040,0,6,10,0,2,3,0,0,,
1756483012.095190,2025-08-29T16:56:52,000003B6,0,1,0,,,,,,,
1756483012.095270,2025-08-29T16:56:52,000003B5,0,2,0,0,,,,,,
1756483012.095508,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.095766,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.095921,2025-08-29T16:56:52,00000030,0,4,0,0,192,238,,,,
1756483012.098194,2025-08-29T16:56:52,0000000A,1,8,0,0,0,3,0,0,1,245
1756483012.098452,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,48,255,255,254,146
1756483012.098750,2025-08-29T16:56:52,0000100A,1,8,1,10,0,244,0,0,0,0
1756483012.102746,2025-08-29T16:56:52,00000014,1,8,0,0,255,252,0,0,1,239
1756483012.103048,2025-08-29T16:56:52,00000E14,1,8,255,255,254,70,0,0,0,15
1756483012.103332,2025-08-29T16:56:52,00001014,1,8,1,5,0,226,0,0,0,0
1756483012.103613,2025-08-29T16:56:52,00003A14,1,8,5,146,12,156,5,146,0,0
1756483012.103835,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.104067,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.104287,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.104568,2025-08-29T16:56:52,0000170A,1,8,255,255,232,145,0,0,185,139
1756483012.104849,2025-08-29T16:56:52,00001714,1,8,255,255,232,145,0,0,185,139
1756483012.105107,2025-08-29T16:56:52,000000D2,0,8,0,0,0,0,10,0,0,0
1756483012.105362,2025-08-29T16:56:52,00000610,0,8,0,0,0,0,0,0,0,0
1756483012.105578,2025-08-29T16:56:52,00000030,0,4,0,0,192,239,,,,
1756483012.112677,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.112894,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.113116,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.114457,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.114713,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.114948,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.115483,2025-08-29T16:56:52,00000030,0,4,0,0,192,240,,,,
1756483012.118197,2025-08-29T16:56:52,0000000A,1,8,0,0,0,3,0,0,1,245
1756483012.118455,2025-08-29T16:56:52,00000E0A,1,8,255,255,255,48,255,255,254,180
1756483012.118743,2025-08-29T16:56:52,0000100A,1,8,1,10,0,244,0,0,0,0
1756483012.122763,2025-08-29T16:56:52,00000014,1,8,0,0,0,3,0,0,1,239
1756483012.123044,2025-08-29T16:56:52,00000E14,1,8,255,255,254,96,0,0,0,22
1756483012.123330,2025-08-29T16:56:52,00001014,1,8,1,5,0,226,0,0,0,0
1756483012.123550,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.123773,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.124005,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.125502,2025-08-29T16:56:52,00000030,0,4,0,0,192,241,,,,
1756483012.132678,2025-08-29T16:56:52,00000038,0,7,140,0,0,248,255,0,0,
1756483012.132879,2025-08-29T16:56:52,0000020A,1,4,0,0,1,243,,,,
1756483012.133102,2025-08-29T16:56:52,00000214,1,4,0,0,1,243,,,,
1756483012.134453,2025-08-29T16:56:52,000003B4,0,2,0,0,,,,,,
1756483012.134696,2025-08-29T16:56:52,00000157,0,8,160,15,0,3,1,18,0,0
1756483012.134947,2025-08-29T16:56:52,00000158,0,8,0,0,0,0,0,0,0,0
1756483012.135491,2025-08-29T16:56:52,00000030,0,4,0,0,192,242,,,,
